incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,statistical_murder_flag,loc_classfctn_desc,loc_of_occur_desc
285394785,2024-04-16T00:00:00.000,01:08:00,MANHATTAN,28,0,(null),(null),(null),(null),25-44,M,BLACK HISPANIC,997391,231145,40.801108,-73.952532,POINT (-73.952532 40.801108),N,STREET,OUTSIDE
289173175,2024-06-26T00:00:00.000,18:25:00,BROOKLYN,69,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,M,WHITE HISPANIC,1013835,175981,40.649656,-73.893382,POINT (-73.893382 40.649656),N,HOUSING,OUTSIDE
282706131,2024-02-23T00:00:00.000,20:06:00,BRONX,41,0,(null),25-44,M,BLACK,25-44,M,BLACK,1015160,237028,40.817209,-73.888326,POINT (-73.888326 40.817209),N,STREET,OUTSIDE
282117921,2024-02-12T00:00:00.000,16:32:00,BRONX,44,1,(null),<18,M,BLACK,<18,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244),N,TRANSIT,INSIDE
287439574,2024-05-24T00:00:00.000,21:56:00,MANHATTAN,24,2,MULTI DWELL - PUBLIC HOUS,25-44,M,BLACK,25-44,M,BLACK,993290,230079,40.798185,-73.967348,POINT (-73.967348 40.798185),N,HOUSING,OUTSIDE
286762896,2024-05-11T00:00:00.000,22:40:00,BRONX,49,0,(null),25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1020797,254600,40.865419,-73.867865,POINT (-73.867865 40.865419),Y,STREET,OUTSIDE
285137847,2024-04-10T00:00:00.000,15:01:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK HISPANIC,18-24,F,BLACK,1003280,229886,40.79763944992671,-73.93126854853195,POINT (-73.93126854853195 40.79763944992671),N,HOUSING,OUTSIDE
280507340,2024-01-14T00:00:00.000,15:30:00,BRONX,41,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,1014854,240518,40.826789,-73.889415,POINT (-73.889415 40.826789),N,HOUSING,OUTSIDE
289111778,2024-06-25T00:00:00.000,20:27:00,BROOKLYN,77,0,(null),(null),(null),(null),18-24,M,BLACK,1004196,183865,40.67132118834216,-73.92809663106306,POINT (-73.92809663106306 40.67132118834216),N,STREET,OUTSIDE
288294533,2024-06-10T00:00:00.000,18:20:00,BROOKLYN,67,0,(null),(null),(null),(null),65+,F,BLACK,1000207,172074,40.63896556826987,-73.94250447815803,POINT (-73.94250447815803 40.63896556826987),N,STREET,OUTSIDE
280126745,2024-01-07T00:00:00.000,18:12:00,MANHATTAN,30,0,(null),45-64,M,BLACK,25-44,M,BLACK HISPANIC,996345,238254,40.82062,-73.9563,POINT (-73.9563 40.82062),Y,STREET,OUTSIDE
286765237,2024-05-12T00:00:00.000,04:55:00,MANHATTAN,33,0,(null),25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1001484,245822,40.841384,-73.937712,POINT (-73.937712 40.841384),N,STREET,OUTSIDE
288208649,2024-06-08T00:00:00.000,03:00:00,QUEENS,110,0,(null),(null),(null),(null),25-44,M,WHITE HISPANIC,1019164,210169,,,,N,STREET,OUTSIDE
283051134,2024-03-01T00:00:00.000,02:30:00,BRONX,41,0,(null),25-44,M,BLACK,25-44,M,BLACK HISPANIC,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096),N,STREET,OUTSIDE
287507794,2024-05-24T00:00:00.000,00:14:00,BRONX,52,0,(null),18-24,M,WHITE HISPANIC,25-44,F,BLACK,1010619,252255,40.859017,-73.904672,POINT (-73.904672 40.859017),N,STREET,OUTSIDE
283500025,2024-03-10T00:00:00.000,00:35:00,BROOKLYN,77,0,MULTI DWELL - APT BUILD,(null),(null),(null),25-44,M,BLACK,996547,184480,40.673024,-73.955668,POINT (-73.955668 40.673024),Y,DWELLING,INSIDE
282962459,2024-02-28T00:00:00.000,17:50:00,BROOKLYN,71,0,(null),(null),(null),(null),25-44,M,BLACK,995628,181599,40.665118,-73.958987,POINT (-73.958987 40.665118),Y,STREET,OUTSIDE
283971727,2024-03-19T00:00:00.000,02:43:00,BROOKLYN,69,0,(null),(null),(null),(null),18-24,M,BLACK,1014540,173538,40.642947,-73.890854,POINT (-73.890854 40.642947),Y,STREET,OUTSIDE
287987384,2024-06-04T00:00:00.000,23:28:00,BRONX,49,0,(null),(null),(null),(null),18-24,M,BLACK,1020290,245848,40.841399,-73.869744,POINT (-73.869744 40.841399),N,STREET,OUTSIDE
286460099,2024-05-06T00:00:00.000,23:14:00,QUEENS,100,0,(null),(null),(null),(null),25-44,M,BLACK,1033671,152134,40.584112,-73.822073,POINT (-73.822073 40.584112),N,STREET,OUTSIDE
288669972,2024-06-17T00:00:00.000,18:00:00,BRONX,47,0,(null),(null),(null),(null),25-44,M,BLACK,1024351,260917,40.882741,-73.854979,POINT (-73.854979 40.882741),N,STREET,OUTSIDE
287913164,2024-06-03T00:00:00.000,01:40:00,QUEENS,115,0,(null),18-24,M,BLACK HISPANIC,UNKNOWN,M,UNKNOWN,1017100,218938,40.767551,-73.881405,POINT (-73.881405 40.767551),N,STREET,OUTSIDE
288156949,2024-06-07T00:00:00.000,13:50:00,BROOKLYN,75,0,(null),25-44,M,BLACK,45-64,M,WHITE HISPANIC,1016029,184649,40.67344,-73.885434,POINT (-73.885434 40.67344),N,STREET,OUTSIDE
285004479,2024-04-08T00:00:00.000,19:53:00,BROOKLYN,73,0,(null),(null),(null),(null),45-64,M,BLACK,1010184,182784,40.668341,-73.906514,POINT (-73.906514 40.668341),N,STREET,OUTSIDE
282682441,2024-02-23T00:00:00.000,04:40:00,BRONX,46,1,(null),25-44,F,BLACK HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.85604676326622,-73.90077783555246,POINT (-73.90077783555246 40.85604676326622),Y,TRANSIT,INSIDE
287497159,2024-05-25T00:00:00.000,18:01:00,QUEENS,102,0,(null),(null),(null),(null),45-64,M,WHITE HISPANIC,1030953,194101,40.69932415739,-73.831570887672,POINT (-73.831570887672 40.69932415739),N,STREET,OUTSIDE
287759179,2024-05-31T00:00:00.000,03:15:00,BROOKLYN,83,0,(null),(null),(null),(null),25-44,M,BLACK,1001837,193482,40.697723,-73.936574,POINT (-73.936574 40.697723),N,STREET,OUTSIDE
283883226,2024-03-16T00:00:00.000,19:18:00,QUEENS,113,0,(null),(null),(null),(null),25-44,M,BLACK,1046640,184405,40.672608,-73.775084,POINT (-73.775084 40.672608),N,STREET,OUTSIDE
281552304,2024-02-02T00:00:00.000,00:41:00,BROOKLYN,72,0,(null),25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,982591,172686,40.64066,-74.005978,POINT (-74.005978 40.64066),N,DWELLING,INSIDE
287444843,2024-05-25T00:00:00.000,04:40:00,BRONX,44,0,(null),(null),(null),(null),25-44,M,BLACK,1003462,242605,40.832551,-73.930574,POINT (-73.930574 40.832551),N,STREET,OUTSIDE
285449093,2024-04-16T00:00:00.000,18:10:00,BRONX,44,0,(null),25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297),N,STREET,OUTSIDE
288613939,2024-06-16T00:00:00.000,21:40:00,MANHATTAN,34,0,(null),(null),(null),(null),<18,M,BLACK HISPANIC,1002723,249769,40.85221379882867,-73.93322554634004,POINT (-73.93322554634004 40.85221379882867),N,STREET,OUTSIDE
288118782,2024-06-06T00:00:00.000,20:36:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,(null),(null),(null),<18,M,BLACK,996920,176967,40.652402,-73.954337,POINT (-73.954337 40.652402),N,DWELLING,INSIDE
287123515,2024-05-17T00:00:00.000,21:33:00,MANHATTAN,20,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,988187,220870,40.772915,-73.985785,POINT (-73.985785 40.772915),N,HOUSING,OUTSIDE
281650924,2024-02-03T00:00:00.000,21:50:00,BROOKLYN,75,0,(null),45-64,M,BLACK,25-44,M,BLACK,1018305,175304,40.647781,-73.877277,POINT (-73.877277 40.647781),N,STREET,OUTSIDE
286098201,2024-04-29T00:00:00.000,23:08:00,BROOKLYN,90,0,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK,18-24,M,BLACK,999200,197683,40.709259,-73.946074,POINT (-73.946074 40.709259),N,HOUSING,OUTSIDE
282368516,2024-02-17T00:00:00.000,02:36:00,QUEENS,102,0,GAS STATION,18-24,M,BLACK,18-24,M,BLACK,1036134,192055,40.693673,-73.812899,POINT (-73.812899 40.693673),N,STREET,OUTSIDE
284584433,2024-03-31T00:00:00.000,04:20:00,BRONX,48,0,GROCERY/BODEGA,25-44,M,BLACK,25-44,M,BLACK,1015722,246426,40.843004,-73.886251,POINT (-73.886251 40.843004),Y,COMMERCIAL,INSIDE
281134487,2024-01-25T00:00:00.000,20:13:00,QUEENS,103,0,GROCERY/BODEGA,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1040292,191255,40.691451,-73.797913,POINT (-73.797913 40.691451),N,STREET,OUTSIDE
281798377,2024-02-06T00:00:00.000,12:02:00,BRONX,42,0,MULTI DWELL - PUBLIC HOUS,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1010948,243509,40.8350109026073,-73.90351953716879,POINT (-73.90351953716879 40.8350109026073),N,HOUSING,OUTSIDE
282041194,2024-02-10T00:00:00.000,21:25:00,BRONX,44,0,(null),25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007536,244566,40.837924,-73.915846,POINT (-73.915846 40.837924),N,STREET,OUTSIDE
285070863,2024-04-09T00:00:00.000,13:36:00,QUEENS,101,0,(null),<18,M,BLACK,<18,M,BLACK,1050778,160897,40.608053,-73.760397,POINT (-73.760397 40.608053),N,STREET,OUTSIDE
288617787,2024-06-16T00:00:00.000,23:35:00,MANHATTAN,34,0,(null),<18,M,BLACK,25-44,M,WHITE HISPANIC,1006604,254113,40.864128,-73.919179,POINT (-73.919179 40.864128),Y,STREET,OUTSIDE
285821127,2024-04-23T00:00:00.000,21:40:00,BRONX,46,0,(null),18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094),Y,STREET,OUTSIDE
284257899,2024-03-22T00:00:00.000,14:40:00,QUEENS,103,0,PVT HOUSE,25-44,M,BLACK,25-44,F,BLACK,1039200,189532,40.686728,-73.801863,POINT (-73.801863 40.686728),Y,DWELLING,INSIDE
289233744,2024-06-27T00:00:00.000,23:50:00,QUEENS,105,0,(null),(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1060291,207786,40.736676,-73.72561,POINT (-73.72561 40.736676),N,STREET,OUTSIDE
288867606,2024-06-20T00:00:00.000,18:20:00,MANHATTAN,32,0,(null),<18,M,BLACK,45-64,M,BLACK,999433,236538,,,,N,STREET,OUTSIDE
281577208,2024-02-02T00:00:00.000,12:02:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK,25-44,M,BLACK,1020568,239896,40.825062,-73.868772,POINT (-73.868772 40.825062),N,HOUSING,OUTSIDE
280107188,2024-01-06T00:00:00.000,13:53:00,BROOKLYN,72,0,(null),45-64,M,WHITE HISPANIC,45-64,M,BLACK,980701,177837,40.6548,-74.01279,POINT (-74.01279 40.6548),N,STREET,OUTSIDE
284584434,2024-03-30T00:00:00.000,20:50:00,BRONX,46,0,(null),18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068278967,POINT (-73.89579068278967 40.85974771441924),N,STREET,OUTSIDE
281078953,2024-01-24T00:00:00.000,23:26:00,BROOKLYN,73,0,(null),(null),(null),(null),25-44,M,BLACK,1008858,186137,40.677546,-73.911282,POINT (-73.911282 40.677546),Y,STREET,OUTSIDE
282117921,2024-02-12T00:00:00.000,16:32:00,BRONX,44,1,(null),<18,M,BLACK,<18,F,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244),Y,TRANSIT,INSIDE
284975567,2024-04-08T00:00:00.000,02:54:00,BROOKLYN,78,0,BAR/NIGHT CLUB,(null),(null),(null),25-44,M,BLACK,989367,185151,40.674874,-73.98155,POINT (-73.98155 40.674874),N,COMMERCIAL,INSIDE
287600981,2024-05-28T00:00:00.000,20:48:00,QUEENS,106,0,(null),(null),(null),(null),25-44,M,BLACK,1037489,187910,40.68228616226563,-73.80804695010194,POINT (-73.80804695010194 40.68228616226563),N,STREET,OUTSIDE
280879491,2024-01-21T00:00:00.000,06:08:00,BRONX,47,0,(null),(null),(null),(null),18-24,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691),N,STREET,INSIDE
288208647,2024-06-08T00:00:00.000,21:31:00,QUEENS,102,0,PVT HOUSE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,1030162,191193,40.69134,-73.83444,POINT (-73.83444 40.69134),Y,DWELLING,INSIDE
287141672,2024-05-19T00:00:00.000,20:10:00,BROOKLYN,88,0,(null),(null),(null),(null),45-64,M,BLACK,991391,192835,40.69596138105165,-73.97424788581966,POINT (-73.97424788581966 40.69596138105165),N,STREET,OUTSIDE
282767548,2024-02-24T00:00:00.000,01:05:00,QUEENS,105,0,(null),(null),(null),(null),<18,M,BLACK,1059234,176993,40.6521640716821,-73.72976727214584,POINT (-73.72976727214584 40.6521640716821),N,STREET,OUTSIDE
288209438,2024-06-08T00:00:00.000,17:36:00,BROOKLYN,67,0,(null),(null),(null),(null),<18,M,BLACK,1002837,175718,40.648963,-73.933017,POINT (-73.933017 40.648963),N,STREET,OUTSIDE
284721216,2024-04-03T00:00:00.000,03:58:00,MANHATTAN,18,0,(null),25-44,M,WHITE HISPANIC,25-44,M,BLACK,987578,216989,40.762261,-73.987985,POINT (-73.987985 40.762261),N,STREET,OUTSIDE
284584435,2024-03-29T00:00:00.000,22:00:00,QUEENS,113,0,PVT HOUSE,25-44,M,BLACK,45-64,F,BLACK,1044391,186719,40.678976,-73.78317,POINT (-73.78317 40.678976),Y,DWELLING,INSIDE
285315563,2024-04-13T00:00:00.000,12:45:00,BRONX,44,0,(null),<18,M,BLACK,18-24,M,BLACK,1009388,242814,40.83311,-73.909156,POINT (-73.909156 40.83311),N,STREET,OUTSIDE
286341306,2024-05-03T00:00:00.000,16:00:00,BRONX,46,0,(null),25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094),N,STREET,OUTSIDE
282041195,2024-02-10T00:00:00.000,18:55:00,BROOKLYN,61,0,(null),45-64,M,BLACK,25-44,M,BLACK,989992,155381,40.59316,-73.979324,POINT (-73.979324 40.59316),N,STREET,OUTSIDE
283404608,2024-03-07T00:00:00.000,16:14:00,BRONX,40,0,(null),<18,M,BLACK,<18,M,BLACK,1005028,234516,,,,Y,STREET,OUTSIDE
279799858,2024-01-01T00:00:00.000,14:57:00,BRONX,52,0,(null),25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929),N,STREET,OUTSIDE
287476965,2024-05-24T00:00:00.000,17:57:00,BRONX,46,0,(null),25-44,M,BLACK,25-44,M,BLACK,1010380,247908,40.847089,-73.905554,POINT (-73.905554 40.847089),Y,STREET,OUTSIDE
285449093,2024-04-16T00:00:00.000,18:10:00,BRONX,44,0,(null),25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297),Y,STREET,OUTSIDE
283885167,2024-03-16T00:00:00.000,21:40:00,BRONX,46,0,(null),25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1011486,252148,40.858721,-73.901537,POINT (-73.901537 40.858721),Y,STREET,OUTSIDE
286397104,2024-05-04T00:00:00.000,01:25:00,QUEENS,102,0,BAR/NIGHT CLUB,(null),(null),(null),25-44,M,BLACK,1029424,191245,40.691487,-73.837101,POINT (-73.837101 40.691487),Y,COMMERCIAL,OUTSIDE
288365032,2024-06-11T00:00:00.000,13:53:00,MANHATTAN,25,0,(null),(null),(null),(null),25-44,M,WHITE HISPANIC,1001326,232945,40.806041,-73.938315,POINT (-73.938315 40.806041),N,STREET,OUTSIDE
280879491,2024-01-21T00:00:00.000,06:08:00,BRONX,47,0,(null),(null),(null),(null),25-44,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691),Y,STREET,INSIDE
289173685,2024-06-26T00:00:00.000,23:37:00,MANHATTAN,28,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),18-24,M,BLACK,997345,232114,40.803768,-73.952699,POINT (-73.952699 40.803768),N,HOUSING,OUTSIDE
287857962,2024-06-02T00:00:00.000,19:35:00,BROOKLYN,81,0,(null),(null),(null),(null),18-24,M,BLACK,1004464,190003,40.68816799302826,-73.9271121065223,POINT (-73.9271121065223 40.68816799302826),N,STREET,OUTSIDE
288617787,2024-06-16T00:00:00.000,23:35:00,MANHATTAN,34,0,(null),<18,M,BLACK,25-44,M,WHITE HISPANIC,1006604,254113,40.864128,-73.919179,POINT (-73.919179 40.864128),N,STREET,OUTSIDE
287734053,2024-05-30T00:00:00.000,23:33:00,BROOKLYN,67,0,(null),18-24,M,BLACK,25-44,M,BLACK,999979,176497,40.651108,-73.943313,POINT (-73.943313 40.651108),N,STREET,OUTSIDE
287054099,2024-05-17T00:00:00.000,04:57:00,BRONX,42,0,(null),(null),(null),(null),25-44,M,BLACK,1009691,240098,40.825655,-73.908071,POINT (-73.908071 40.825655),N,STREET,OUTSIDE
282063848,2024-02-11T00:00:00.000,18:08:00,BROOKLYN,75,0,GROCERY/BODEGA,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,1015089,182929,40.668723,-73.888832,POINT (-73.888832 40.668723),N,COMMERCIAL,INSIDE
286460098,2024-05-06T00:00:00.000,20:30:00,MANHATTAN,30,0,(null),(null),(null),(null),25-44,F,BLACK HISPANIC,998221,239909,40.82516,-73.949519,POINT (-73.949519 40.82516),N,STREET,OUTSIDE
280107187,2024-01-06T00:00:00.000,14:02:00,BROOKLYN,67,0,(null),(null),(null),(null),18-24,M,BLACK,999009,171975,40.638698,-73.946819,POINT (-73.946819 40.638698),N,STREET,OUTSIDE
282177020,2024-02-13T00:00:00.000,11:00:00,BRONX,43,0,(null),45-64,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1018372,241782,40.830246,-73.876697,POINT (-73.876697 40.830246),N,STREET,OUTSIDE
285004479,2024-04-08T00:00:00.000,19:53:00,BROOKLYN,73,0,(null),(null),(null),(null),25-44,M,BLACK,1010184,182784,40.668341,-73.906514,POINT (-73.906514 40.668341),Y,STREET,OUTSIDE
286460098,2024-05-06T00:00:00.000,20:30:00,MANHATTAN,30,0,(null),(null),(null),(null),45-64,F,BLACK HISPANIC,998221,239909,40.82516,-73.949519,POINT (-73.949519 40.82516),N,STREET,OUTSIDE
287262615,2024-05-21T00:00:00.000,11:40:00,BROOKLYN,84,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,F,BLACK,989297,193690,40.698312,-73.981798,POINT (-73.981798 40.698312),N,HOUSING,OUTSIDE
285380961,2024-04-15T00:00:00.000,03:16:00,BRONX,41,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,1015284,240356,40.826345,-73.887864,POINT (-73.887864 40.826345),Y,HOUSING,INSIDE
282454308,2024-02-18T00:00:00.000,13:59:00,BROOKLYN,76,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),45-64,F,WHITE HISPANIC,982323,185643,40.676224,-74.006944,POINT (-74.006944 40.676224),N,HOUSING,INSIDE
285676187,2024-04-20T00:00:00.000,13:51:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,18-24,M,WHITE HISPANIC,25-44,M,BLACK,998094,188080,40.682903,-73.950082,POINT (-73.950082 40.682903),N,HOUSING,OUTSIDE
288434051,2024-06-12T00:00:00.000,22:20:00,BROOKLYN,76,0,MULTI DWELL - PUBLIC HOUS,<18,M,BLACK,45-64,M,BLACK,987086,188344,40.683637,-73.989774,POINT (-73.989774 40.683637),N,HOUSING,OUTSIDE
279799858,2024-01-01T00:00:00.000,14:57:00,BRONX,52,0,(null),25-44,M,BLACK HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929),N,STREET,OUTSIDE
284257898,2024-03-23T00:00:00.000,01:30:00,BRONX,43,0,(null),(null),(null),(null),18-24,F,BLACK,1024142,234790,40.811031,-73.855888,POINT (-73.855888 40.811031),N,STREET,OUTSIDE
280126746,2024-01-07T00:00:00.000,22:00:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK,989325,194210,40.699737,-73.981697,POINT (-73.981697 40.699737),Y,HOUSING,OUTSIDE
282041193,2024-02-11T00:00:00.000,03:13:00,BRONX,48,0,BAR/NIGHT CLUB,(null),(null),(null),18-24,F,BLACK,1014256,250228,40.853443,-73.891534,POINT (-73.891534 40.853443),N,COMMERCIAL,OUTSIDE
279784405,2024-01-01T00:00:00.000,06:33:00,MANHATTAN,34,0,(null),25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1007382,255503,40.867942,-73.916363,POINT (-73.916363 40.867942),N,COMMERCIAL,OUTSIDE
286038323,2024-04-27T00:00:00.000,20:34:00,BRONX,44,0,(null),(null),(null),(null),18-24,M,BLACK HISPANIC,1006538,243537,40.83509998507852,-73.91945616514167,POINT (-73.91945616514167 40.83509998507852),N,STREET,OUTSIDE
286523177,2024-05-07T00:00:00.000,14:26:00,MANHATTAN,1,0,(null),25-44,M,BLACK,<18,M,BLACK,982817,203638,40.725616,-74.005167,POINT (-74.005167 40.725616),Y,STREET,OUTSIDE
284940559,2024-04-07T00:00:00.000,14:00:00,MANHATTAN,28,0,(null),(null),(null),(null),18-24,M,BLACK,996216,231648,40.80248804760781,-73.95677874910633,POINT (-73.95677874910633 40.80248804760781),N,STREET,OUTSIDE
282033298,2024-02-10T00:00:00.000,05:10:00,BRONX,52,0,MULTI DWELL - APT BUILD,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803),Y,DWELLING,INSIDE
284703845,2024-04-02T00:00:00.000,21:42:00,MANHATTAN,10,0,MULTI DWELL - PUBLIC HOUS,(null),(null),(null),25-44,M,BLACK HISPANIC,982992,210566,40.744633,-74.004538,POINT (-74.004538 40.744633),N,HOUSING,OUTSIDE
283147870,2024-03-03T00:00:00.000,22:37:00,MANHATTAN,32,2,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1001767,241659,40.829956,-73.936699,POINT (-73.936699 40.829956),Y,HOUSING,OUTSIDE
285449093,2024-04-16T00:00:00.000,18:10:00,BRONX,44,0,(null),25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297),Y,STREET,OUTSIDE
288365031,2024-06-11T00:00:00.000,19:25:00,QUEENS,113,0,(null),25-44,M,BLACK,<18,M,WHITE HISPANIC,1050780,183014,40.668758,-73.760172,POINT (-73.760172 40.668758),N,STREET,OUTSIDE
289020158,2024-06-24T00:00:00.000,02:00:00,BRONX,42,0,(null),(null),(null),(null),25-44,M,BLACK,1011032,243675,40.835469,-73.903213,POINT (-73.903213 40.835469),N,STREET,OUTSIDE
286038324,2024-04-28T00:00:00.000,10:04:00,BROOKLYN,90,0,(null),18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1001460,197439,40.708587,-73.937922,POINT (-73.937922 40.708587),N,STREET,OUTSIDE
282117921,2024-02-12T00:00:00.000,16:32:00,BRONX,44,1,(null),<18,M,BLACK,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244),N,TRANSIT,INSIDE
286397105,2024-05-04T00:00:00.000,01:42:00,QUEENS,113,0,(null),25-44,M,BLACK,25-44,M,BLACK,1052795,192320,40.694288,-73.752814,POINT (-73.752814 40.694288),Y,STREET,OUTSIDE
288978576,2024-06-23T00:00:00.000,05:40:00,QUEENS,102,0,(null),(null),(null),(null),25-44,M,BLACK,1034313,193814,40.698512,-73.819452,POINT (-73.819452 40.698512),N,STREET,OUTSIDE
286098203,2024-04-29T00:00:00.000,18:55:00,BRONX,45,2,MULTI DWELL - PUBLIC HOUS,25-44,M,BLACK,25-44,M,BLACK,1032947,238316,40.820665,-73.824055,POINT (-73.824055 40.820665),Y,HOUSING,OUTSIDE
283831607,2024-03-15T00:00:00.000,18:05:00,BROOKLYN,81,0,(null),25-44,M,BLACK,18-24,M,BLACK,1004227,186741,40.679217,-73.927974,POINT (-73.927974 40.679217),N,STREET,OUTSIDE
284021247,2024-03-19T00:00:00.000,18:58:00,BRONX,43,0,(null),(null),(null),(null),<18,M,BLACK,1021814,236899,40.816829,-73.864286,POINT (-73.864286 40.816829),N,STREET,OUTSIDE
282706131,2024-02-23T00:00:00.000,20:06:00,BRONX,41,0,(null),25-44,M,BLACK,18-24,M,WHITE HISPANIC,1015160,237028,40.817209,-73.888326,POINT (-73.888326 40.817209),N,STREET,OUTSIDE
288209440,2024-06-08T00:00:00.000,11:13:00,BROOKLYN,69,0,(null),(null),(null),(null),65+,M,BLACK,1011357,170320,40.634124,-73.902336,POINT (-73.902336 40.634124),N,STREET,OUTSIDE
286513376,2024-05-07T00:00:00.000,21:14:00,BRONX,44,0,(null),(null),(null),(null),18-24,F,WHITE HISPANIC,1006671,241120,40.828466,-73.918981,POINT (-73.918981 40.828466),N,STREET,OUTSIDE
287726908,2024-05-30T00:00:00.000,21:53:00,BRONX,44,0,(null),(null),(null),(null),18-24,M,BLACK,1009019,245895,40.841567,-73.910478,POINT (-73.910478 40.841567),N,STREET,OUTSIDE
284961340,2024-03-17T00:00:00.000,18:40:00,BROOKLYN,62,0,MULTI DWELL - APT BUILD,25-44,M,WHITE,45-64,M,BLACK,985022,157827,40.599876,-73.997218,POINT (-73.997218 40.599876),Y,DWELLING,INSIDE
280370387,2024-01-11T00:00:00.000,21:34:00,BRONX,43,0,(null),18-24,M,WHITE HISPANIC,25-44,M,BLACK,1021739,244529,40.837771289628165,-73.86451768463364,POINT (-73.86451768463364 40.837771289628165),N,STREET,OUTSIDE
287497157,2024-05-26T00:00:00.000,04:00:00,MANHATTAN,1,0,(null),(null),(null),(null),18-24,M,BLACK HISPANIC,982991,197917,40.709913,-74.00454,POINT (-74.00454 40.709913),N,STREET,OUTSIDE
288534184,2024-06-14T00:00:00.000,13:41:00,QUEENS,102,0,(null),(null),(null),(null),25-44,M,WHITE HISPANIC,1033239,194030,40.69911,-73.823324,POINT (-73.823324 40.69911),N,COMMERCIAL,OUTSIDE
284454187,2024-03-28T00:00:00.000,02:03:00,BROOKLYN,63,0,(null),25-44,M,BLACK,25-44,M,WHITE HISPANIC,998933,168067,40.62797,-73.947101,POINT (-73.947101 40.62797),N,STREET,OUTSIDE
281893084,2024-02-08T00:00:00.000,10:45:00,BRONX,50,0,(null),45-64,M,BLACK,25-44,M,WHITE HISPANIC,1011141,255864,40.868923,-73.902772,POINT (-73.902772 40.868923),Y,STREET,OUTSIDE
